,temp,rh,windDirDeg,windsp,windPeak,windDirClass,no,no2,nox,pm10,pm10Lag,traffic,trafficClass,trafficLag1,trafficLag2,trafficLag3,trafficLag4,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend
2021-01-21,7.279166666666666,59.333333333333336,166.25,0.9625,4.545833333333333,7.0,4.260869565217392,32.30434782608695,20.30434782608696,23.066666666666663,42.72083333333333,1455.0,2,1302.5,1595.0,1754.0,1710.0,21,0,0,0,0
2021-01-22,6.420833333333333,81.08333333333333,118.5,0.5208333333333334,1.8625,5.0,24.65217391304348,45.26086956521739,43.34782608695652,18.133333333333333,23.066666666666663,1632.5,3,1455.0,1302.5,1595.0,1754.0,22,0,0,0,0
2021-01-23,5.416666666666667,87.20833333333333,213.29166666666663,0.5125000000000001,2.0875,9.0,8.043478260869565,25.91304347826087,20.043478260869566,12.633333333333333,18.133333333333333,1602.5,3,1632.5,1455.0,1302.5,1595.0,23,0,0,0,1
2021-01-24,2.091666666666667,89.625,202.54166666666663,0.3999999999999999,1.4458333333333335,9.0,1.3478260869565215,16.043478260869566,9.608695652173912,11.104166666666666,12.633333333333333,1679.0,3,1602.5,1632.5,1455.0,1302.5,24,0,0,0,1
2021-01-25,0.1791666666666667,81.16666666666667,194.3333333333333,0.3916666666666666,1.6333333333333335,9.0,11.521739130434783,38.17391304347826,29.39130434782609,18.2,11.104166666666666,1717.0,3,1679.0,1602.5,1632.5,1455.0,25,0,0,0,0
2021-01-26,-0.0999999999999999,73.54166666666667,206.0833333333333,0.3541666666666667,1.6416666666666666,9.0,18.13043478260869,41.52173913043478,36.34782608695652,26.004166666666663,18.2,1563.5,3,1717.0,1679.0,1602.5,1632.5,26,0,0,0,0
2021-01-27,-0.0999999999999999,69.58333333333333,144.95833333333334,0.4208333333333333,1.65,6.0,32.52173913043478,49.04347826086956,51.73913043478261,30.954166666666666,26.004166666666663,1282.0,2,1563.5,1717.0,1679.0,1602.5,27,0,0,0,0
2021-01-28,0.5083333333333333,73.375,220.04166666666663,0.2708333333333333,1.2166666666666666,10.0,28.52173913043478,51.34782608695652,49.869565217391305,35.87083333333333,30.954166666666666,1421.5,2,1282.0,1563.5,1717.0,1679.0,28,0,0,0,0
2021-01-29,1.7625,88.125,227.9583333333333,0.2875,1.7083333333333333,10.0,65.95652173913044,52.08695652173913,80.08695652173913,30.504166666666663,35.87083333333333,1633.0,3,1421.5,1282.0,1563.5,1717.0,29,0,0,0,0
2021-01-30,4.183333333333333,75.08333333333333,199.0,0.3958333333333333,1.8625,9.0,29.13043478260869,35.95652173913044,42.130434782608695,36.10416666666666,30.504166666666663,1669.0,3,1633.0,1421.5,1282.0,1563.5,30,0,0,0,1
2021-01-31,0.375,79.20833333333333,171.29166666666666,0.4708333333333334,1.6041666666666667,8.0,0.4782608695652174,12.608695652173912,7.043478260869565,11.7,36.10416666666666,1698.5,3,1669.0,1633.0,1421.5,1282.0,31,0,0,0,1
2021-02-01,-0.4208333333333333,83.33333333333333,207.0,0.3583333333333333,1.0916666666666666,9.0,16.17391304347826,37.78260869565217,32.82608695652174,27.804166666666664,11.7,1753.0,3,1698.5,1669.0,1633.0,1421.5,32,0,0,0,0
2021-02-02,1.3291666666666668,82.79166666666667,187.3333333333333,0.3,1.1291666666666669,8.0,31.47826086956522,44.73913043478261,48.69565217391305,52.32916666666667,27.804166666666664,1577.0,3,1753.0,1698.5,1669.0,1633.0,33,0,0,0,0
2021-02-03,4.8,74.33333333333333,197.54166666666663,0.6375000000000001,2.9333333333333336,9.0,40.60869565217392,37.17391304347826,52.130434782608695,43.375,52.32916666666667,1285.5,2,1577.0,1753.0,1698.5,1669.0,34,0,0,0,0
2021-02-04,8.041666666666666,65.75,217.0,0.5625,2.5125,10.0,36.65217391304348,41.52173913043478,51.130434782608695,30.633333333333336,43.375,1430.5,2,1285.5,1577.0,1753.0,1698.5,35,0,0,0,0
2021-02-05,6.516666666666667,73.125,186.66666666666663,0.3541666666666667,1.2791666666666666,8.0,32.69565217391305,48.04347826086956,51.30434782608695,39.80416666666667,30.633333333333336,1683.5,3,1430.5,1285.5,1577.0,1753.0,36,0,0,0,0
2021-02-06,5.1375,83.75,172.95833333333334,0.3791666666666666,1.5958333333333332,8.0,16.434782608695652,25.565217391304348,26.47826086956522,28.925,39.80416666666667,1695.5,3,1683.5,1430.5,1285.5,1577.0,37,0,0,0,1
2021-02-07,6.291666666666667,85.625,179.79166666666666,0.3166666666666666,1.5833333333333333,8.0,4.521739130434782,18.869565217391305,13.347826086956522,32.22083333333333,28.925,1601.0,3,1695.5,1683.5,1430.5,1285.5,38,0,0,0,1
2021-02-08,4.354166666666667,92.58333333333331,142.83333333333334,0.3833333333333333,1.6625,6.0,7.043478260869565,20.39130434782609,16.391304347826086,13.8375,32.22083333333333,1760.5,3,1601.0,1695.5,1683.5,1430.5,39,0,0,0,0
2021-02-09,1.9,91.75,168.29166666666666,0.3999999999999999,1.4333333333333331,7.0,8.130434782608695,26.695652173913043,20.43478260869565,15.133333333333333,13.8375,1599.5,3,1760.5,1601.0,1695.5,1683.5,40,0,0,0,0
2021-02-10,2.1,88.625,219.0,0.3625,1.3208333333333333,10.0,4.608695652173913,28.869565217391305,18.91304347826087,20.5125,15.133333333333333,1287.5,2,1599.5,1760.5,1601.0,1695.5,41,0,0,0,0
2021-02-11,-0.8083333333333332,58.833333333333336,234.625,1.2083333333333333,4.375,10.0,2.217391304347826,14.347826086956522,9.217391304347826,25.7625,20.5125,1435.5,2,1287.5,1599.5,1760.5,1601.0,42,0,0,0,0
2021-02-12,-4.729166666666667,53.708333333333336,181.2083333333333,0.5791666666666667,2.2666666666666666,8.0,4.565217391304348,20.95652173913044,14.608695652173912,19.729166666666668,25.7625,1652.5,3,1435.5,1287.5,1599.5,1760.5,43,0,0,0,0
2021-02-13,-3.8875,45.208333333333336,188.5833333333333,0.9333333333333332,3.733333333333333,8.0,1.3478260869565215,11.608695652173912,7.086956521739131,13.958333333333334,19.729166666666668,1641.0,3,1652.5,1435.5,1287.5,1599.5,44,0,0,0,1
2021-02-14,-0.3791666666666666,39.25,299.3333333333333,1.4125,5.325,13.0,0.5652173913043478,5.739130434782608,3.4782608695652173,8.195833333333333,13.958333333333334,1720.5,3,1641.0,1652.5,1435.5,1287.5,45,0,0,0,1
2021-02-15,-1.6958333333333335,46.91666666666666,187.125,0.425,1.6875,8.0,18.82608695652174,43.08695652173913,37.60869565217392,29.9875,8.195833333333333,1766.5,3,1720.5,1641.0,1652.5,1435.5,46,0,0,0,0
2021-02-16,2.3666666666666667,48.41666666666666,223.8333333333333,0.3458333333333334,1.3375,10.0,18.782608695652176,52.47826086956522,42.47826086956522,44.57916666666667,29.9875,1589.5,3,1766.5,1720.5,1641.0,1652.5,47,0,0,0,0
2021-02-17,5.195833333333334,60.0,229.16666666666663,0.4875,2.283333333333333,10.0,32.30434782608695,47.04347826086956,50.52173913043478,52.67083333333333,44.57916666666667,1263.0,2,1589.5,1766.5,1720.5,1641.0,48,0,0,0,0
2021-02-18,5.641666666666667,65.04166666666667,175.33333333333334,0.45,1.7166666666666668,8.0,22.95652173913044,44.869565217391305,41.95652173913044,32.483333333333334,52.67083333333333,1370.0,2,1263.0,1589.5,1766.5,1720.5,49,0,0,0,0
2021-02-19,6.683333333333334,66.83333333333333,212.25,0.2749999999999999,1.3333333333333333,9.0,27.08695652173913,46.17391304347826,45.73913043478261,40.47083333333333,32.483333333333334,1596.0,3,1370.0,1263.0,1589.5,1766.5,50,0,0,0,0
2021-02-20,6.854166666666667,74.75,161.20833333333334,0.4375,1.6666666666666667,7.0,9.173913043478262,30.65217391304348,23.43478260869565,38.15833333333333,40.47083333333333,1536.0,3,1596.0,1370.0,1263.0,1589.5,51,0,0,0,1
2021-02-21,5.625,85.875,193.375,0.375,1.2958333333333334,9.0,4.318181818181818,17.136363636363637,12.454545454545457,57.3875,38.15833333333333,1654.0,3,1536.0,1596.0,1370.0,1263.0,52,0,0,0,1
2021-02-22,5.766666666666667,74.20833333333333,223.5833333333333,0.3583333333333333,1.175,10.0,38.0,38.60869565217392,50.60869565217392,55.2625,57.3875,1603.0,3,1654.0,1536.0,1596.0,1370.0,53,0,0,0,0
2021-02-23,8.625,64.58333333333333,212.7083333333333,0.375,1.3166666666666669,9.0,50.52173913043478,46.43478260869565,64.73913043478261,59.92083333333333,55.2625,1461.0,2,1603.0,1654.0,1536.0,1596.0,54,0,0,0,0
2021-02-24,9.9875,61.333333333333336,206.4583333333333,0.3416666666666666,1.0958333333333334,9.0,47.17391304347826,48.82608695652174,63.30434782608695,80.65833333333333,59.92083333333333,1235.5,2,1461.0,1603.0,1654.0,1536.0,55,0,0,0,0
2021-02-25,9.608333333333333,66.54166666666667,216.66666666666663,0.3333333333333333,1.2041666666666666,10.0,35.65217391304348,43.08695652173913,51.130434782608695,72.75833333333334,80.65833333333333,1428.0,2,1235.5,1461.0,1603.0,1654.0,56,0,0,0,0
2021-02-26,10.233333333333333,63.04166666666666,200.16666666666663,0.4041666666666666,1.3875,9.0,35.08695652173913,42.869565217391305,50.43478260869565,71.08749999999999,72.75833333333334,1681.5,3,1428.0,1235.5,1461.0,1603.0,57,0,0,0,0
2021-02-27,8.445833333333333,58.04166666666666,217.875,0.8125,3.1916666666666664,10.0,4.3478260869565215,21.82608695652174,15.043478260869565,27.48333333333333,71.08749999999999,1654.0,3,1681.5,1428.0,1235.5,1461.0,58,0,0,0,1
2021-02-28,4.745833333333334,60.16666666666666,142.29166666666666,0.5666666666666667,2.058333333333333,6.0,2.260869565217391,20.17391304347826,12.26086956521739,15.408333333333331,27.48333333333333,1743.0,3,1654.0,1681.5,1428.0,1235.5,59,0,0,0,1
2021-03-01,5.7125,64.29166666666667,189.3333333333333,0.4583333333333333,1.8333333333333333,8.0,14.521739130434783,37.82608695652174,31.39130434782609,31.85,15.408333333333331,1779.0,3,1743.0,1654.0,1681.5,1428.0,60,0,0,0,0
2021-03-02,5.933333333333334,69.0,138.66666666666666,0.5499999999999999,1.675,6.0,22.43478260869565,42.04347826086956,40.0,41.958333333333336,31.85,1638.0,3,1779.0,1743.0,1654.0,1681.5,61,0,0,0,0
2021-03-03,7.0625,63.583333333333336,194.375,0.4166666666666667,1.2625,9.0,21.565217391304348,43.17391304347826,39.91304347826087,41.49583333333333,41.958333333333336,1361.5,2,1638.0,1779.0,1743.0,1654.0,62,0,0,0,0
2021-03-04,8.799999999999999,60.458333333333336,210.5833333333333,0.275,0.9833333333333334,9.0,30.39130434782609,48.78260869565217,50.0,46.41818181818182,41.49583333333333,1449.5,2,1361.5,1638.0,1779.0,1743.0,63,0,0,0,0
2021-03-05,7.179166666666667,65.41666666666667,189.5833333333333,0.5166666666666667,2.225,8.0,14.521739130434783,30.565217391304348,27.60869565217392,28.616666666666664,46.41818181818182,1643.5,3,1449.5,1361.5,1638.0,1779.0,64,0,0,0,0
2021-03-06,2.154166666666667,54.79166666666666,180.125,0.6041666666666666,2.1416666666666666,8.0,1.391304347826087,17.565217391304348,10.304347826086955,13.229166666666666,28.616666666666664,1653.5,3,1643.5,1449.5,1361.5,1638.0,65,0,0,0,1
2021-03-07,1.925,59.04166666666666,198.4583333333333,0.4916666666666667,1.7083333333333333,9.0,2.869565217391304,30.565217391304348,18.217391304347824,20.525,13.229166666666666,1744.5,3,1653.5,1643.5,1449.5,1361.5,66,0,0,0,1
2021-03-08,5.1625,64.16666666666667,163.66666666666666,0.5458333333333333,2.2958333333333334,7.0,10.73913043478261,31.782608695652176,25.30434782608696,37.35416666666666,20.525,1776.0,3,1744.5,1653.5,1643.5,1449.5,67,0,0,0,0
2021-03-09,3.1666666666666665,63.708333333333336,188.375,0.4125,1.808333333333333,8.0,1.565217391304348,20.217391304347824,11.956521739130435,24.120833333333334,37.35416666666666,1672.0,3,1776.0,1744.5,1653.5,1643.5,68,0,0,0,0
2021-03-10,3.529166666666667,69.375,216.54166666666663,0.4958333333333333,1.9041666666666668,10.0,3.130434782608696,27.43478260869565,16.782608695652176,32.38333333333333,24.120833333333334,1394.0,2,1672.0,1776.0,1744.5,1653.5,69,0,0,0,0
2021-03-11,2.6750000000000003,79.25,230.16666666666663,0.3166666666666666,1.2375,10.0,21.565217391304348,41.04347826086956,38.82608695652174,48.32083333333333,32.38333333333333,1476.5,2,1394.0,1672.0,1776.0,1744.5,70,0,0,0,0
2021-03-12,8.045833333333333,67.125,161.75,0.6583333333333333,2.833333333333333,7.0,11.043478260869565,30.91304347826087,25.08695652173913,24.5,48.32083333333333,1683.5,3,1476.5,1394.0,1672.0,1776.0,71,0,0,0,0
2021-03-13,7.266666666666667,69.125,207.66666666666663,0.5333333333333333,2.075,9.0,5.478260869565218,20.17391304347826,15.0,15.9375,24.5,1753.0,3,1683.5,1476.5,1394.0,1672.0,72,0,0,0,1
2021-03-14,5.320833333333334,71.91666666666667,174.04166666666666,0.7208333333333333,3.3208333333333333,8.0,0.9565217391304348,16.52173913043478,9.434782608695652,11.495833333333332,15.9375,1747.0,3,1753.0,1683.5,1476.5,1394.0,73,0,0,0,1
2021-03-15,6.145833333333333,47.208333333333336,250.75,0.975,4.145833333333333,11.0,10.304347826086955,23.695652173913043,20.565217391304348,18.22083333333333,11.495833333333332,1781.0,3,1747.0,1753.0,1683.5,1476.5,74,0,0,0,0
2021-03-16,4.845833333333333,57.5,267.125,1.0541666666666667,4.675,12.0,5.956521739130435,19.17391304347826,14.826086956521738,11.508333333333333,18.22083333333333,1659.5,3,1781.0,1747.0,1753.0,1683.5,75,0,0,0,0
