,temp,pm10,windDirDeg,windPeak,windsp,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2009-09-22,18.4775,40.584118,178.57848,1.57923,0.3662738,73.637726,265,0,0,0,0,37.38424
2009-09-23,18.423538,43.607113,213.21141,1.4543524,0.3662939,72.8152,266,0,0,0,0,40.584118
2009-09-24,18.142916,39.431213,195.8244,1.3992586,0.34219396,72.277275,267,0,0,0,0,43.607113
2009-09-25,18.616879,41.378925,195.32747,1.6949335,0.44754636,72.91208,268,0,0,0,0,39.431213
2009-09-26,17.174166,32.262585,197.5692,1.895073,0.43014982,77.92104,269,0,0,0,1,41.378925
2009-09-27,16.529793,23.616152,145.74123,1.9280547,0.4422772,70.02314,270,0,0,0,1,32.262585
2009-09-28,15.503749,23.641317,216.21266,1.4010104,0.3675194,72.41333,271,0,0,0,0,23.616152
2009-09-29,16.170834,42.184353,195.336,1.3753461,0.3518653,72.98916,272,0,0,0,0,23.641317
2009-09-30,16.883333,38.72366,235.95326,1.6398584,0.37136185,71.163345,273,0,0,0,0,42.184353
2009-10-01,16.887081,30.326843,137.03008,2.0731874,0.48418152,68.53916,274,0,0,0,0,38.72366
2009-10-02,17.058752,29.965017,172.66742,1.9225229,0.45160833,75.06229,275,0,0,0,0,30.326843
2009-10-03,12.205418,23.96167,160.90477,1.904246,0.4560404,86.683556,276,0,0,0,1,29.965017
2009-10-04,12.375707,20.844732,171.59814,1.8620695,0.4065809,75.19376,277,0,0,0,1,23.96167
2009-10-05,13.309146,22.731325,208.65155,1.6618066,0.41707,75.653755,278,0,0,0,0,20.844732
2009-10-06,14.660417,27.918047,197.3634,1.7830878,0.42915034,72.92542,279,0,0,0,0,22.731325
2009-10-07,17.813543,36.09434,205.2564,1.5222605,0.32311228,73.444786,280,0,0,0,0,27.918047
2009-10-08,19.331041,37.477596,190.47552,1.6747527,0.3954084,73.39582,281,0,0,0,0,36.09434
2009-10-09,18.055624,35.561718,172.31511,1.3993086,0.36520004,77.16229,282,0,0,0,0,37.477596
2009-10-10,16.462914,27.242731,164.46643,1.6325649,0.35336193,84.27395,283,0,0,0,1,35.561718
2009-10-11,13.332085,20.240171,188.4048,1.3404123,0.28742144,87.780426,284,0,0,0,1,27.242731
2009-10-12,14.175625,14.145462,209.11652,1.9557067,0.46011126,73.447296,285,0,0,0,0,20.240171
2009-10-13,10.498125,11.472117,252.96965,3.621275,0.81095415,71.868324,286,0,0,0,0,14.145462
2009-10-14,7.412208,8.401789,293.1816,5.80498,1.4230477,59.51063,287,0,0,0,0,11.472117
2009-10-15,5.4274793,9.271947,311.74893,5.447125,1.5635227,55.59875,288,0,0,0,0,8.401789
2009-10-16,5.388855,10.653518,312.52957,4.2348895,1.1526833,50.286465,289,0,0,0,0,9.271947
2009-10-17,5.6359,20.46535,185.6379,2.1044462,0.49887288,62.462917,290,0,0,0,1,10.653518
2009-10-18,5.2242913,,185.59755,1.7187586,0.34710208,79.17666,291,0,0,0,1,20.46535
2009-10-19,5.7207294,,198.91545,1.5443231,0.4035231,82.95458,292,0,0,0,0,
2009-10-20,4.1527734,,203.88733,2.120971,0.5463609,71.442924,293,0,0,0,0,
2009-10-21,4.5154963,,174.37238,1.7058648,0.44094172,72.89501,294,0,0,0,0,
2009-10-22,5.1372447,49.257267,191.93799,1.586563,0.36309868,78.572395,295,0,0,0,0,
2009-10-23,10.472895,44.909985,132.20897,1.9464339,0.43604934,86.08624,296,0,0,0,0,49.257267
2009-10-24,11.785625,46.713863,205.83421,1.6342541,0.35656545,90.14124,297,0,0,0,1,44.909985
2009-10-25,11.172253,9.620795,292.07486,6.1284547,1.8880574,71.41458,298,0,0,1,1,46.713863
2009-10-26,9.674064,25.631882,207.91066,1.3643728,0.3425404,81.68542,299,1,0,0,0,9.620795
2009-10-27,10.339582,40.654285,233.4709,0.9365602,0.1845602,84.14791,300,0,1,0,0,25.631882
2009-10-28,10.795228,37.774826,226.61285,2.0529983,0.5173753,73.36646,301,0,0,0,0,40.654285
2009-10-29,8.866208,37.05876,214.20416,1.186225,0.2956187,78.687294,302,0,0,0,0,37.774826
2009-10-30,8.864562,49.778107,153.45316,1.215552,0.28197458,83.713974,303,0,0,0,0,37.05876
2009-10-31,6.74325,30.47091,179.96002,1.9041796,0.5047542,79.83855,304,0,0,1,1,49.778107
2009-11-01,3.9221084,38.14976,164.90578,1.498325,0.37966463,80.50395,305,1,0,0,1,30.47091
2009-11-02,2.0258667,51.939667,154.90396,1.4323316,0.43569502,86.68751,306,0,1,0,0,38.14976
2009-11-03,1.8000331,44.164505,97.30878,1.7076793,0.46059224,92.00584,307,0,0,0,0,51.939667
2009-11-04,1.8575001,40.061127,198.80898,1.2119708,0.3555915,94.658516,308,0,0,0,0,44.164505
2009-11-05,1.6780165,48.349457,158.45,1.5405711,0.40827978,94.89042,309,0,0,0,0,40.061127
2009-11-06,5.3553963,44.415485,163.24272,1.7334625,0.45340014,88.47708,310,0,0,0,0,48.349457
2009-11-07,5.0208335,33.912834,140.9693,1.3660603,0.32675436,93.74168,311,0,0,0,1,44.415485
2009-11-08,5.694792,29.92276,153.12276,1.2559143,0.31061476,92.7973,312,0,0,0,1,33.912834
2009-11-09,4.6889796,24.91529,156.63506,1.4726478,0.28907558,93.73624,313,0,0,0,0,29.92276
2009-11-10,7.1716466,30.524172,151.96426,1.4690272,0.3261619,89.06542,314,0,0,0,0,24.91529
2009-11-11,7.6373334,19.631014,270.7147,5.847023,1.507732,65.61146,315,0,0,0,0,30.524172
2009-11-12,8.562604,14.896363,305.4847,5.4780254,1.481948,49.08334,316,0,0,0,0,19.631014
2009-11-13,5.391899,48.4923,169.69937,1.6452295,0.3987898,71.34167,317,0,0,0,0,14.896363
2009-11-14,6.0138116,54.957348,211.96846,1.167923,0.2691152,78.05499,318,0,0,0,1,48.4923
2009-11-15,6.4017715,50.843945,208.79785,1.2504478,0.26248482,81.41686,319,0,0,0,1,54.957348
2009-11-16,8.106938,39.45126,175.62532,1.2742935,0.24620044,81.18166,320,0,0,0,0,50.843945
2009-11-17,9.236251,64.92854,222.72572,1.0246416,0.23929958,81.18542,321,0,0,0,0,39.45126
2009-11-18,9.077104,69.40742,226.25179,1.2082978,0.257349,83.05103,322,0,0,0,0,64.92854
2009-11-19,8.313499,51.229168,192.56361,1.3056062,0.2192723,89.94855,323,0,0,0,0,69.40742
2009-11-20,6.9390836,57.40192,220.49257,1.0227519,0.26128522,87.12751,324,0,0,0,0,51.229168
2009-11-21,6.4683127,,209.5896,0.91814375,0.23527025,82.92063,325,0,0,0,1,57.40192
2009-11-22,6.3645835,,233.88503,0.78595,0.21266522,83.04499,326,0,0,0,1,
2009-11-23,2.029479,,170.21431,1.1605021,0.28320983,94.19437,327,0,0,0,0,
2009-11-24,5.066687,,183.64616,1.270656,0.27073336,89.11729,328,0,0,0,0,
2009-11-25,7.309791,,206.786,1.3937626,0.26176605,85.62125,329,0,0,0,0,
2009-11-26,8.017709,,207.31273,1.6491066,0.35591817,80.24916,330,0,0,0,0,
2009-11-27,5.757729,,170.3716,1.3294123,0.27807897,83.6298,331,0,0,0,0,
2009-11-28,5.5447083,,197.06639,1.257825,0.21762167,86.85021,332,0,0,0,1,
2009-11-29,5.238417,,216.93646,1.4855484,0.3211786,90.80312,333,0,0,0,1,
2009-11-30,5.669376,,205.31079,2.2458065,0.53449893,79.13125,334,0,0,0,0,
2009-12-01,11.119854,,223.26857,2.7086875,0.6964298,74.22459,335,0,0,0,0,
2009-12-02,7.8473125,,206.47511,3.1269274,0.7914979,88.32834,336,0,0,0,0,
2009-12-03,2.5155683,,191.62709,1.4616232,0.38528478,90.1325,337,0,0,0,0,
2009-12-04,0.40854743,,212.02838,1.6146044,0.47501662,94.19275,338,0,0,0,0,
2009-12-05,2.6368055,42.989582,198.0648,0.97875404,0.2693031,87.189156,339,0,0,0,1,
2009-12-06,2.4155877,32.118122,219.97633,1.34785,0.37192938,90.2673,340,0,0,0,1,42.989582
2009-12-07,0.9951587,27.27284,208.21251,1.268754,0.4129417,92.20875,341,0,0,1,0,32.118122
2009-12-08,2.8121336,47.140125,172.67021,1.0337915,0.28088728,89.30105,342,1,0,0,0,27.27284
2009-12-09,4.021354,34.117336,156.37119,1.9942102,0.37736621,90.09021,343,0,1,0,0,47.140125
2009-12-10,8.066688,7.444367,317.73203,8.330551,2.7155123,47.207703,344,0,0,0,0,34.117336
2009-12-11,3.9438353,27.502008,150.9788,1.794464,0.5031984,74.94489,345,0,0,0,0,7.444367
2009-12-12,4.908937,27.778778,191.18176,2.0270562,0.48001444,75.74,346,0,0,0,1,27.502008
2009-12-13,2.8672247,10.61814,230.79509,3.7422082,1.1849104,61.572094,347,0,0,0,1,27.778778
2009-12-14,-1.3367919,23.122839,148.94582,1.9662503,0.66007495,85.75124,348,0,0,0,0,10.61814
2009-12-15,-2.6359375,30.513365,152.74605,1.6266564,0.50014985,88.08103,349,0,0,0,0,23.122839
2009-12-16,-2.1957228,25.718748,224.9502,1.4154958,0.37262106,81.69811,350,0,0,0,0,30.513365
2009-12-17,-3.1673756,41.82233,191.51457,1.7458977,0.57456046,85.28667,351,0,0,0,0,25.718748
2009-12-18,-5.5646863,50.872837,151.46739,1.8634729,0.5319249,83.15124,352,0,0,0,0,41.82233
2009-12-19,-7.4077907,58.067017,140.81645,1.7405373,0.5313277,86.48187,353,0,0,0,1,50.872837
2009-12-20,-7.8068748,45.656254,135.14885,1.2300336,0.32619503,92.2477,354,0,0,0,1,58.067017
2009-12-21,-10.653583,60.13149,168.11134,1.1584105,0.27909294,89.01124,355,0,0,0,0,45.656254
2009-12-22,-8.763623,78.629326,170.21672,1.4999733,0.32536352,85.293144,356,0,0,0,0,60.13149
2009-12-23,0.08886453,39.203426,98.26236,2.190438,0.5507437,87.8471,357,0,0,0,0,78.629326
2009-12-24,4.909917,49.70616,132.32303,2.1242707,0.4406067,92.76812,358,0,0,1,0,39.203426
2009-12-25,4.406396,48.908016,191.72084,1.0225979,0.148205,94.53394,359,1,0,1,0,49.70616
2009-12-26,7.7755637,22.658743,196.5012,3.5067682,0.85358,87.0029,360,1,1,0,1,48.908016
2009-12-27,2.9649637,14.401101,182.03868,2.1739104,0.45263574,72.78876,361,0,1,0,1,22.658743
2009-12-28,1.5468208,25.729362,210.58832,1.1474,0.30065355,89.021454,362,0,0,0,0,14.401101
2009-12-29,0.35187647,36.547962,174.53786,1.5256852,0.3275942,85.940834,363,0,0,0,0,25.729362
2009-12-30,-0.4329745,34.24017,229.22484,1.1033624,0.2489448,81.79832,364,0,0,0,0,36.547962
2009-12-31,1.6798145,49.032238,208.93156,1.4228269,0.23860289,80.59124,365,0,0,1,0,34.24017
2010-01-04,-0.57170916,11.564521,285.80966,4.660218,1.0233186,44.811253,4,0,0,0,0,14.734432
2010-01-05,-4.0167937,34.387577,198.60895,1.360454,0.35686684,73.859795,5,0,0,1,0,11.564521
2010-01-06,-3.1657286,37.83392,116.84817,1.4448605,0.43875313,85.23687,6,1,0,0,0,34.387577
2010-01-07,-1.6809481,45.81033,153.68732,0.98036885,0.28959128,90.387695,7,0,1,0,0,37.83392
2010-01-08,-0.8554688,55.967564,172.51143,1.3217626,0.35777166,88.86146,8,0,0,0,0,45.81033
2010-01-09,-0.5965166,39.156254,175.5293,0.86113125,0.22320394,94.06833,9,0,0,0,1,55.967564
2010-01-10,0.42644897,43.05562,157.02599,1.1346377,0.2592654,96.395836,10,0,0,0,1,39.156254
2010-01-11,0.7790397,33.2616,176.49019,1.2135065,0.3609294,95.719795,11,0,0,0,0,43.05562
2010-01-12,-0.102049,30.900549,121.79357,1.9425169,0.53856266,93.9421,12,0,0,0,0,33.2616
2010-01-13,-0.9130457,37.08196,210.60692,1.4687146,0.45541248,84.920616,13,0,0,0,0,30.900549
2010-01-14,-1.3388333,44.50984,199.581,1.4374372,0.43171525,89.94626,14,0,0,0,0,37.08196
2010-01-15,-1.2339395,34.977596,166.67662,1.5843064,0.5020707,85.29104,15,0,0,0,0,44.50984
2010-01-16,-0.89238137,61.244305,182.57916,1.3585397,0.4680896,91.68479,16,0,0,0,1,34.977596
2010-01-17,-1.2689804,52.70223,190.15276,1.3952895,0.41121754,85.37562,17,0,0,0,1,61.244305
2010-01-18,-3.637583,54.895832,191.5755,1.1180876,0.30172017,90.09084,18,0,0,0,0,52.70223
2010-01-19,-1.6267748,90.373024,185.9836,1.2318583,0.24615997,87.716034,19,0,0,0,0,54.895832
2010-01-20,0.59263533,77.29441,171.68419,1.0465002,0.28927922,90.06146,20,0,0,0,0,90.373024
2010-01-21,0.06611392,47.853184,183.73244,1.1712731,0.3332404,85.003334,21,0,0,0,0,77.29441
2010-01-22,-2.340525,53.037144,153.65855,1.5330125,0.45668066,90.76084,22,0,0,0,0,47.853184
2010-01-23,-3.3455212,52.21423,166.90001,1.5973543,0.5062718,85.29145,23,0,0,0,1,53.037144
2010-01-24,-4.557334,69.24293,157.11247,1.6357518,0.53612524,88.082085,24,0,0,0,1,52.21423
2010-01-25,-4.6466665,68.98879,184.5854,1.6394333,0.49251878,84.076035,25,0,0,0,0,69.24293
2010-01-26,-5.0664587,59.33018,170.67708,1.736827,0.57677084,84.40563,26,0,0,0,0,68.98879
2010-01-27,-5.7993126,70.17787,171.29356,1.3751041,0.41317213,82.802086,27,0,0,0,0,59.33018
2010-01-28,-8.245146,77.75905,167.68323,1.145625,0.32256123,81.17731,28,0,0,0,0,70.17787
2010-01-29,-6.713083,114.93848,161.54375,1.2538812,0.3263296,83.77854,29,0,0,0,0,77.75905
2010-01-30,-3.7213976,84.18357,208.49077,1.3824564,0.26491213,83.61811,30,0,0,0,1,114.93848
2010-01-31,-0.8626855,45.03577,141.01181,1.6615771,0.4167836,84.78878,31,0,0,0,1,84.18357
2010-02-01,-0.734688,17.714485,290.06427,4.4125338,1.3481578,55.288742,32,0,0,0,0,45.03577
2010-02-02,-4.4540625,56.479168,185.08228,1.7203308,0.43435276,69.77042,33,0,0,0,0,17.714485
2010-02-03,-3.3351538,60.30189,192.53807,1.536698,0.40285206,71.77979,34,0,0,0,0,56.479168
2010-02-04,-0.23382698,63.011402,211.77473,1.9554085,0.42010403,71.30125,35,0,0,0,0,60.30189
2010-02-05,0.5145527,39.77162,204.48665,1.2135584,0.32717773,86.62563,36,0,0,0,0,63.011402
2010-02-06,0.10141856,54.913723,213.0841,0.97116274,0.22065061,89.37583,37,0,0,0,1,39.77162
2010-02-07,0.51774085,39.91874,169.38902,1.3879982,0.33770606,95.02294,38,0,0,0,1,54.913723
2010-02-08,-2.0977957,,193.96144,2.8129644,0.8745293,84.209366,39,0,0,0,0,39.91874
2010-02-09,-4.680771,,210.06044,1.8800417,0.6023229,83.07166,40,0,0,0,0,
2010-02-10,-4.3631043,43.32292,180.37163,1.6505418,0.5046267,83.344795,41,0,0,0,0,
2010-02-11,-2.4439566,53.33923,206.22937,1.6707395,0.44425425,88.036255,42,0,0,0,0,43.32292
2010-02-12,-0.8982725,32.989193,224.58125,1.861783,0.51609576,83.37104,43,0,0,0,0,53.33923
2010-02-13,-0.3663732,60.37067,198.25209,2.673446,0.80075103,82.18228,44,0,0,0,1,32.989193
2010-02-14,1.1583037,42.983875,263.71808,7.53104,2.2896483,58.461456,45,0,0,0,1,60.37067
2010-02-15,-1.826217,56.825073,160.15509,1.2851106,0.3539425,79.13271,46,0,0,0,0,42.983875
2010-02-16,-0.9407153,54.219143,187.36603,1.6102372,0.4823042,79.66293,47,0,0,0,0,56.825073
2010-02-17,-2.1270802,65.41294,177.28404,1.3494397,0.40973255,81.16458,48,0,0,0,0,54.219143
2010-02-18,0.6126394,91.31623,171.23888,1.4411416,0.42234883,80.2875,49,0,0,0,0,65.41294
2010-02-19,2.2699997,113.177284,161.86594,1.2631462,0.34582588,82.590004,50,0,0,0,0,91.31623
2010-02-20,2.0732436,87.70147,205.50543,1.0978979,0.23891419,93.36707,51,0,0,0,1,113.177284
2010-02-21,4.8203125,13.258845,305.14163,6.4998803,2.144742,53.1898,52,0,0,0,1,87.70147
2010-02-22,1.8019137,22.779268,185.36922,2.2602081,0.56997544,65.99395,53,0,0,0,0,13.258845
2010-02-23,2.3354611,34.971302,187.7415,1.8286037,0.42479375,76.52605,54,0,0,0,0,22.779268
2010-02-24,4.3478427,44.761005,184.21779,1.5513711,0.41467938,73.706245,55,0,0,0,0,34.971302
2010-02-25,6.0459366,50.11478,184.72545,1.3476418,0.37927434,74.12604,56,0,0,0,0,44.761005
2010-02-26,5.43244,57.87554,211.8116,1.2150427,0.372454,76.18659,57,0,0,0,0,50.11478
2010-02-27,4.481959,41.39977,103.10435,1.9075727,0.45119166,89.5998,58,0,0,0,1,57.87554
2010-02-28,6.7503743,21.647207,213.52208,3.8688662,0.79253966,51.401463,59,0,0,0,1,41.39977
2010-03-01,7.6452923,20.994316,176.8675,3.3969164,0.8411522,57.778748,60,0,0,0,0,21.647207
2010-03-02,9.59648,30.090822,155.2394,2.443865,0.6686375,64.8325,61,0,0,0,0,20.994316
2010-03-03,5.9893966,27.569221,177.09007,2.003121,0.5092373,74.33729,62,0,0,0,0,30.090822
2010-03-04,3.4234662,37.37696,141.49814,1.8301768,0.46144113,79.97786,63,0,0,0,0,27.569221
2010-03-05,2.1413794,29.634626,190.84792,1.5828041,0.4930956,87.730415,64,0,0,0,0,37.37696
2010-03-06,0.21275692,21.101751,250.42802,4.912727,1.4797316,59.158737,65,0,0,0,1,29.634626
2010-03-07,-0.89291066,20.893572,154.79715,2.4918897,0.6127959,57.68166,66,0,0,0,1,21.101751
2010-03-08,-1.7200936,25.276731,147.40518,2.6241665,0.6335798,64.35687,67,0,0,0,0,20.893572
2010-03-09,-2.8898852,27.927458,107.15655,2.6645691,0.59659165,57.780624,68,0,0,0,0,25.276731
2010-03-10,-1.1870991,32.485264,134.10176,3.2302668,0.7999489,56.256058,69,0,0,0,0,27.927458
2010-03-11,-1.6414294,34.200275,176.86555,2.4992566,0.67169374,77.010414,70,0,0,0,0,32.485264
2010-03-12,-0.42653474,24.890524,154.11452,1.5755234,0.42109504,83.1298,71,0,0,0,0,34.200275
2010-03-13,1.5873857,38.869106,243.72777,2.3560898,0.7862592,71.39291,72,0,0,0,1,24.890524
2010-03-14,3.1119957,27.860357,247.46904,2.855583,0.6293279,63.230404,73,0,0,0,1,38.869106
2010-03-15,3.9476435,18.281862,254.11906,4.66812,1.103845,59.650623,74,0,0,0,0,27.860357
2010-03-16,1.0467814,25.528854,217.83832,2.1448085,0.4608244,84.7448,75,0,0,0,0,18.281862
2010-03-17,4.2430477,22.890623,241.74922,3.9592626,0.9517687,69.34582,76,0,0,0,0,25.528854
2010-03-18,5.3176665,31.50747,160.62083,2.221821,0.5618125,73.07209,77,0,0,0,0,22.890623
2010-03-19,6.3449807,50.691822,237.39667,1.5994377,0.4363452,70.089386,78,0,0,0,0,31.50747
2010-03-20,9.2631035,55.227016,183.14595,2.0107546,0.5391185,64.84562,79,0,0,0,1,50.691822
2010-03-21,11.308604,40.275356,213.78334,4.38345,1.4196445,60.49312,80,0,0,0,1,55.227016
2010-03-22,14.648021,24.191805,214.17897,3.9318392,1.157378,55.89,81,0,0,0,0,40.275356
2010-03-23,9.88898,19.501749,181.66309,1.4524312,0.36227107,89.56814,82,0,0,0,0,24.191805
2010-03-24,10.517833,26.96309,149.06227,1.8767334,0.5454042,78.40833,83,0,0,0,0,19.501749
2010-03-25,11.987499,25.038322,173.89833,2.554383,0.6922655,68.34771,84,0,0,0,0,26.96309
2010-03-26,13.688042,36.411747,170.76228,2.901554,0.8644791,70.01313,85,0,0,0,0,25.038322
2010-03-27,11.636726,31.07341,192.78035,2.7617664,0.78230834,73.65167,86,0,0,0,1,36.411747
2010-03-28,10.739833,10.177304,215.18834,3.5606687,1.0605582,62.965622,87,0,0,0,1,31.07341
2010-03-29,10.250562,13.187938,225.1665,3.4928973,0.79976875,58.85542,88,0,0,0,0,10.177304
2010-03-30,12.468815,21.381289,112.499596,2.670042,0.7112145,58.595844,89,0,0,0,0,13.187938
2010-03-31,12.011437,25.62716,176.38318,3.983159,1.0888228,69.909386,90,0,0,0,0,21.381289
2010-04-01,8.479043,11.14035,259.2794,3.7041085,1.0794084,82.3446,91,0,0,0,0,25.62716
2010-04-02,8.623396,17.386478,205.09479,4.2656536,1.3048276,70.919785,92,0,0,0,0,11.14035
2010-04-03,6.125479,9.832683,223.93333,2.5561206,0.6861095,69.024376,93,0,0,0,1,17.386478
2010-04-04,8.398248,22.652243,190.73792,2.7142208,0.7624243,64.18604,94,0,0,1,1,9.832683
2010-04-05,10.323002,25.023527,161.15007,3.2118251,0.8661037,63.426456,95,1,0,0,0,22.652243
2010-04-06,9.740665,6.848269,293.06607,7.0676455,1.810881,56.64334,96,0,1,0,0,25.023527
2010-04-07,9.39125,14.945595,265.8544,4.8243537,1.4610583,48.90062,97,0,0,0,0,6.848269
2010-04-08,8.775981,26.08182,167.0669,2.4424503,0.6429104,60.468548,98,0,0,0,0,14.945595
2010-04-09,10.501834,30.136396,120.888855,2.1577127,0.5907715,61.80751,99,0,0,0,0,26.08182
2010-04-10,13.031418,31.234083,194.09593,2.2826169,0.53812295,60.2973,100,0,0,0,1,30.136396
2010-04-11,9.738209,22.567766,209.71698,2.6756039,0.61950564,67.11313,101,0,0,0,1,31.234083
2010-04-12,6.097603,13.437421,185.21162,2.9364393,0.7427885,73.00187,102,0,0,0,0,22.567766
2010-04-13,5.4351044,15.9221735,199.70662,1.674644,0.40673065,90.39251,103,0,0,0,0,13.437421
2010-04-14,7.768188,20.001963,175.64319,1.469048,0.33665478,87.53666,104,0,0,0,0,15.9221735
2010-04-15,8.203876,18.62435,191.62518,1.9244838,0.49338678,87.43272,105,0,0,0,0,20.001963
2010-04-16,10.295396,,264.93307,3.4047167,0.9641897,59.882282,106,0,0,0,0,18.62435
2010-04-17,11.830794,22.734474,221.55968,2.9327295,0.7857375,58.784576,107,0,0,0,1,
2010-04-18,10.531271,27.79442,149.09319,2.585621,0.68211675,65.92,108,0,0,0,1,22.734474
2010-04-19,6.897585,30.378738,157.65047,1.4303936,0.3333139,80.83521,109,0,0,0,0,27.79442
2010-04-20,12.463626,30.505898,241.04529,3.7794578,1.0201657,55.98042,110,0,0,0,0,30.378738
2010-04-21,13.551873,34.63815,217.40771,2.9548,0.6978411,58.50709,111,0,0,0,0,30.505898
2010-04-22,13.331665,20.390093,188.70464,2.5690525,0.64909273,62.461666,112,0,0,0,0,34.63815
2010-04-23,7.929709,24.047956,163.93874,2.6847713,0.785525,78.325836,113,0,0,0,0,20.390093
2010-04-24,9.390875,38.70676,170.54128,1.4378356,0.34595338,78.979805,114,0,0,0,1,24.047956
2010-04-25,14.251334,40.902523,188.2845,2.2440462,0.56715506,68.71687,115,0,0,0,1,38.70676
2010-04-26,15.720708,35.306606,167.24431,2.4387379,0.64539474,66.70435,116,0,0,0,0,40.902523
2010-04-27,15.151771,34.163525,260.08432,3.99953,1.1574595,71.8873,117,0,0,0,0,35.306606
2010-04-28,14.709792,16.907824,263.01224,3.1365254,1.05132,66.75666,118,0,0,0,0,34.163525
2010-04-29,14.1693735,22.435537,172.49113,2.5250065,0.6363281,64.545845,119,0,0,0,0,16.907824
2010-04-30,15.244313,25.524767,132.44966,2.4937837,0.67130214,63.11229,120,0,0,1,0,22.435537
2010-05-01,19.30577,29.210495,200.01396,2.580156,0.71297574,59.20229,121,1,0,0,1,25.524767
2010-05-02,18.397707,23.35967,175.1375,2.8519351,0.7292717,65.48708,122,0,1,0,1,29.210495
2010-05-03,16.62729,18.424921,155.13524,2.6131878,0.6158969,70.78272,123,0,0,0,0,23.35967
2010-05-04,14.468753,18.745287,80.90711,2.1466374,0.58294165,84.962715,124,0,0,0,0,18.424921
2010-05-05,13.986039,14.479168,170.78186,1.6435024,0.3885471,87.51895,125,0,0,0,0,18.745287
2010-05-06,13.506461,18.15224,101.570404,2.053042,0.4110856,92.96186,126,0,0,0,0,14.479168
2010-05-07,14.525043,14.236241,179.89336,4.076889,0.99514383,71.04834,127,0,0,0,0,18.15224
2010-05-08,13.107959,12.249114,178.18935,2.758221,0.64229834,64.345825,128,0,0,0,1,14.236241
2010-05-09,12.521209,12.155778,184.88593,2.7729647,0.73624855,70.73022,129,0,0,0,1,12.249114
2010-05-10,15.1606245,7.3926888,148.22246,2.3651419,0.54494584,64.96687,130,0,0,0,0,12.155778
2010-05-11,15.436191,14.491218,149.01463,2.7197168,0.6653562,73.126045,131,0,0,0,0,7.3926888
2010-05-12,15.968749,15.942669,199.93207,2.8610334,0.6913546,70.98396,132,0,0,1,0,14.491218
2010-05-13,14.851459,10.7563095,197.15782,2.3504584,0.5601298,79.15855,133,1,0,0,0,15.942669
2010-05-14,13.373334,8.873447,230.86543,1.4212376,0.39480063,87.53812,134,0,1,0,0,10.7563095
2010-05-15,13.5425,7.911615,151.9362,2.2587814,0.5022681,81.104164,135,0,0,0,1,8.873447
2010-05-16,11.118958,8.427221,256.60834,6.556729,2.0119522,74.51667,136,0,0,0,1,7.911615
2010-05-17,11.5893755,9.378755,257.82297,9.378125,1.9309607,46.695007,137,0,0,0,0,8.427221
2010-05-18,14.7344675,15.015402,298.6379,8.325297,1.399249,38.43149,138,0,0,0,0,9.378755
2010-05-19,14.636874,9.620524,311.22702,7.504959,1.7906188,41.856045,139,0,0,0,0,15.015402
2010-05-20,12.475498,16.110594,305.2535,4.9512086,1.4457895,50.161457,140,0,0,0,0,9.620524
2010-05-21,13.791248,8.23583,271.51123,5.472584,1.725248,56.686245,141,0,0,0,0,16.110594
2010-05-22,15.781041,5.4001603,317.02914,6.3284593,2.2888148,59.263325,142,0,0,0,1,8.23583
2010-05-23,18.222708,10.67612,323.06036,7.0430393,2.840154,57.418743,143,0,0,1,1,5.4001603
2010-05-24,18.067503,11.66938,302.12253,4.945598,1.6333313,56.755207,144,1,0,0,0,10.67612
2010-05-25,19.492086,13.527771,192.39745,2.8096101,0.59336907,59.570835,145,0,1,0,0,11.66938
2010-05-26,20.449999,19.900547,187.11926,2.692033,0.57502663,66.5525,146,0,0,0,0,13.527771
2010-05-27,18.613958,17.827438,213.56145,3.0610104,0.74170095,75.233955,147,0,0,0,0,19.900547
2010-05-28,18.918959,12.515368,179.10722,3.4396546,0.866003,67.71355,148,0,0,0,0,17.827438
2010-05-29,18.004377,11.707665,212.80762,2.627815,0.7697522,69.117294,149,0,0,0,1,12.515368
2010-05-30,16.5575,6.3334756,193.2312,2.6554797,0.6899317,77.7452,150,0,0,0,1,11.707665
2010-05-31,15.05333,8.07848,209.42851,2.056646,0.44949648,86.11791,151,0,0,0,0,6.3334756
2010-06-01,12.624793,6.4260216,282.804,5.1473746,1.3150368,62.495407,152,0,0,0,0,8.07848
2010-06-02,15.408539,2.7746348,266.8604,5.6013336,1.3878342,47.885204,153,0,0,1,0,6.4260216
2010-06-03,11.674792,6.1438036,175.47997,1.6985003,0.4313165,86.294586,154,1,0,0,0,2.7746348
2010-06-04,13.971667,7.502476,156.7545,1.6765046,0.39228538,82.940605,155,0,1,0,0,6.1438036
2010-06-05,16.746458,9.31482,277.02783,3.5462086,1.0030016,65.60228,156,0,0,0,1,7.502476
2010-06-06,18.162851,15.995084,155.20892,2.5764606,0.64839286,63.99397,157,0,0,0,1,9.31482
2010-06-07,20.136463,18.010809,181.1558,2.4882858,0.6793652,65.54,158,0,0,0,0,15.995084
2010-06-08,19.675,18.18233,188.01161,2.5177128,0.6322036,78.53956,159,0,0,0,0,18.010809
2010-06-09,22.08,18.272661,200.14964,2.4625895,0.66697836,70.62354,160,0,0,0,0,18.18233
2010-06-10,23.718542,18.602003,175.831,3.3496351,0.8306451,58.98145,161,0,0,0,0,18.272661
