,temp,pm10,windDirDeg,windPeak,windsp,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2013-09-02,18.032732,11.562427,195.94917,2.1675246,0.56495917,79.96198,245,0,0,0,0,17.737658
2013-09-03,17.578423,21.38302,220.6557,3.0235136,0.8559947,63.721973,246,0,0,0,0,11.562427
2013-09-04,20.3223,40.776657,231.21301,4.7134495,1.2344095,59.203716,247,0,0,0,0,21.38302
2013-09-05,20.307848,30.343052,108.13297,2.7075694,0.8568215,73.91643,248,0,0,0,0,40.776657
2013-09-06,20.771399,36.189228,135.73468,2.4265258,0.8104415,76.689835,249,0,0,0,0,30.343052
2013-09-07,20.66985,20.192747,157.40637,2.481632,0.8223061,73.52453,250,0,0,0,1,36.189228
2013-09-08,19.277925,23.079985,100.94901,2.2060993,0.7015931,79.22126,251,0,0,0,1,20.192747
2013-09-09,19.839981,25.152235,142.91515,2.3640716,0.69555455,72.5406,252,0,0,0,0,23.079985
2013-09-10,16.34241,14.368389,161.13852,2.136298,0.56036,92.48911,253,0,0,0,0,25.152235
2013-09-11,16.103409,13.069366,143.26018,2.9371798,0.91912055,86.63623,254,0,0,0,0,14.368389
2013-09-12,12.45452,4.9957886,241.91158,3.1080096,0.9098007,82.6813,255,0,0,0,0,13.069366
2013-09-13,12.677757,11.312008,211.36357,2.0394218,0.5651399,81.56863,256,0,0,0,0,4.9957886
2013-09-14,13.000214,9.0748625,209.59413,2.9592226,0.7816529,65.142815,257,0,0,0,1,11.312008
2013-09-15,16.242401,8.6854925,213.24127,2.7443063,0.5493397,59.27672,258,0,0,0,1,9.0748625
2013-09-16,16.141867,10.028409,195.24915,1.5595156,0.4246877,72.598274,259,0,0,0,0,8.6854925
2013-09-17,16.814524,19.104883,167.4418,1.5852321,0.44596627,79.420044,260,0,0,0,0,10.028409
2013-09-18,11.366883,6.1893067,241.7223,4.184425,1.0797205,71.63037,261,0,0,0,0,19.104883
2013-09-19,11.674031,16.95405,154.21269,1.5484945,0.35240397,76.19606,262,0,0,0,0,6.1893067
2013-09-20,14.349412,6.8892455,256.04034,4.041147,1.0426029,54.99767,263,0,0,0,0,16.95405
2013-09-21,14.057181,16.384962,174.97021,2.0481272,0.47075984,66.11498,264,0,0,0,1,6.8892455
2013-09-22,15.092538,11.145676,190.15532,3.3945646,0.8573907,62.232483,265,0,0,0,1,16.384962
2013-09-23,14.549672,15.385488,138.01645,2.0389428,0.59161574,68.697624,266,0,0,0,0,11.145676
2013-09-24,15.635776,23.475227,143.45679,2.0003684,0.52594256,68.41893,267,0,0,0,0,15.385488
2013-09-25,15.378898,37.054935,102.5749,2.0462904,0.59669787,70.65795,268,0,0,0,0,23.475227
2013-09-26,15.145729,30.836159,158.03224,1.4915508,0.41737092,75.79958,269,0,0,0,0,37.054935
2013-09-27,16.517439,35.940285,195.33284,2.1601775,0.581103,72.31983,270,0,0,0,0,30.836159
2013-09-28,11.473007,17.470434,142.70479,2.117929,0.6347572,88.33955,271,0,0,0,1,35.940285
2013-09-29,11.268407,24.145136,182.3534,1.4364446,0.40872738,82.810936,272,0,0,0,1,17.470434
2013-09-30,9.793687,22.650667,117.37849,2.283249,0.67476434,87.24366,273,0,0,0,0,24.145136
2013-10-01,8.56314,10.033538,171.43146,1.1351951,0.2560644,93.13446,274,0,0,0,0,22.650667
2013-10-02,11.412303,18.706596,151.80292,1.9801625,0.46515954,74.17869,275,0,0,0,0,10.033538
2013-10-03,9.729128,23.352648,181.05132,2.3842776,0.68815416,65.65871,276,0,0,0,0,18.706596
2013-10-04,6.952261,22.287477,193.92534,1.7266725,0.41501263,64.55687,277,0,0,0,0,23.352648
2013-10-05,7.6192994,26.033562,144.86496,1.8938287,0.49228895,66.84949,278,0,0,0,1,22.287477
2013-10-06,7.0274873,32.465633,128.45251,1.7946368,0.51119596,75.55032,279,0,0,0,1,26.033562
2013-10-07,10.7343445,47.63715,147.62666,1.1682591,0.35135353,87.67631,280,0,0,0,0,32.465633
2013-10-08,11.278656,38.674175,158.47466,1.3537847,0.39844325,88.580505,281,0,0,0,0,47.63715
2013-10-09,13.2583,41.518234,157.85197,1.7946367,0.4955052,70.89245,282,0,0,0,0,38.674175
2013-10-10,13.087855,47.487484,178.85492,1.138869,0.2780896,78.43592,283,0,0,0,0,41.518234
2013-10-11,12.900628,52.86029,161.401,1.394196,0.3683317,88.840996,284,0,0,0,0,47.487484
2013-10-12,12.203262,15.061282,150.45024,2.2814116,0.50326043,89.44598,285,0,0,0,1,52.86029
2013-10-13,9.824693,15.511009,173.6565,1.381338,0.3615892,91.204994,286,0,0,0,1,15.061282
2013-10-14,10.913117,16.364702,170.93388,1.5999271,0.47625664,79.288956,287,0,0,0,0,15.511009
2013-10-15,10.740716,26.509727,141.96489,1.3537844,0.35607132,81.41341,288,0,0,0,0,16.364702
2013-10-16,11.125197,25.519104,180.167,1.4970617,0.3892273,77.61935,289,0,0,0,0,26.509727
2013-10-17,11.532289,9.714321,243.98613,5.979063,1.3652606,56.438427,290,0,0,0,0,25.519104
2013-10-18,10.144208,22.515078,158.7139,2.4375465,0.6252001,65.03616,291,0,0,0,0,9.714321
2013-10-19,10.499263,25.425499,166.73738,1.9930207,0.49208662,70.824745,292,0,0,0,1,22.515078
2013-10-20,10.304812,22.781282,125.067566,1.5705371,0.4187963,75.49514,293,0,0,0,1,25.425499
2013-10-21,12.469403,21.805838,174.0514,1.8754601,0.38177338,72.30991,294,0,0,0,0,22.781282
2013-10-22,15.034686,28.925901,212.51617,1.5301255,0.33776835,75.05147,295,0,0,0,0,21.805838
2013-10-23,14.366543,32.190563,167.55003,1.5521683,0.39067283,76.62391,296,0,0,0,0,28.925901
2013-10-24,16.48664,25.208384,177.03906,2.3089645,0.5488731,70.14412,297,0,0,0,0,32.190563
2013-10-25,15.66978,28.151476,100.36783,1.6880978,0.48286536,84.758644,298,0,0,1,0,25.208384
2013-10-26,13.690322,22.865898,190.29741,1.3482739,0.32488587,82.48316,299,1,0,0,1,28.151476
2013-10-27,14.166198,19.275927,189.16353,1.1517272,0.30804852,75.645256,300,0,1,0,1,22.865898
2013-10-28,13.94251,17.660885,158.54308,1.4786927,0.34835407,76.96197,301,0,0,0,0,19.275927
2013-10-29,15.495297,27.412615,163.83652,1.6274806,0.35996023,78.31159,302,0,0,0,0,17.660885
2013-10-30,13.329659,18.221304,161.18417,2.3126385,0.45075703,80.57625,303,0,0,0,0,27.412615
2013-10-31,10.9590845,7.9745293,189.61938,2.531228,0.59797394,77.9825,304,0,0,1,0,18.221304
2013-11-01,10.777553,18.396233,174.71423,1.1645854,0.2966397,75.0691,305,1,0,0,0,7.9745293
2013-11-02,10.1280365,18.119093,177.98146,1.1921388,0.31505787,76.05132,306,0,1,0,1,18.396233
2013-11-03,8.998675,23.148664,143.23195,1.2362238,0.25791693,86.43128,307,0,0,0,1,18.119093
2013-11-04,9.450913,11.18867,218.80232,2.8692143,0.6101214,84.49399,308,0,0,0,0,23.148664
2013-11-05,8.228571,17.805662,186.10107,1.252756,0.27730402,87.98287,309,0,0,0,0,11.18867
2013-11-06,8.255669,14.553181,167.38315,1.4731818,0.39843175,85.463264,310,0,0,0,0,17.805662
2013-11-07,6.1942706,15.569035,164.21698,2.1087444,0.49026743,84.12888,311,0,0,0,0,14.553181
2013-11-08,8.760586,33.411087,177.1888,1.2105075,0.251308,83.024506,312,0,0,0,0,15.569035
2013-11-09,9.399747,32.418697,170.64848,1.3096993,0.2701478,83.013725,313,0,0,0,1,33.411087
2013-11-10,8.438377,8.104328,226.77483,3.6682599,0.85648274,86.40742,314,0,0,0,1,32.418697
2013-11-11,6.8880596,6.608537,207.42628,1.7854525,0.35472882,82.35667,315,0,0,0,0,8.104328
2013-11-12,8.234466,4.1522408,311.08133,8.512126,2.2579815,44.698257,316,0,0,0,0,6.608537
2013-11-13,7.8919206,25.570719,163.2534,1.6642184,0.39680424,66.17399,317,0,0,0,0,4.1522408
2013-11-14,7.8644357,30.08727,177.61906,1.0966206,0.2863433,85.48058,318,0,0,0,0,25.570719
2013-11-15,5.9323707,21.240532,176.66522,1.4235864,0.34880066,82.651436,319,0,0,0,0,30.08727
2013-11-16,5.4560046,12.896442,135.024,0.79904526,0.21050628,93.78793,320,0,0,0,1,21.240532
2013-11-17,7.2028966,22.234098,174.09038,0.94232225,0.24949342,82.69411,321,0,0,0,1,12.896442
2013-11-18,5.074203,28.092161,148.03307,0.962528,0.25440902,82.9475,322,0,0,0,0,22.234098
2013-11-19,5.8865943,41.65157,191.30623,1.2472452,0.3494872,89.28594,323,0,0,0,0,28.092161
2013-11-20,5.8189797,34.30197,170.80507,1.2729615,0.27977315,93.14639,324,0,0,0,0,41.65157
2013-11-21,6.659537,20.052155,193.62605,1.1682591,0.28317595,92.248505,325,0,0,0,0,34.30197
2013-11-22,6.5658593,16.03839,111.633484,1.6936086,0.3708295,92.04972,326,0,0,0,0,20.052155
2013-11-23,5.465297,15.383773,145.02415,1.4254231,0.29093674,89.69421,327,0,0,0,1,16.03839
2013-11-24,8.197127,7.6412296,74.48682,4.134829,1.1928426,82.94952,328,0,0,0,1,15.383773
2013-11-25,5.9778123,4.8741784,249.06757,2.7939022,0.6100289,82.70305,329,0,0,0,0,7.6412296
2013-11-26,2.64445,5.4471245,307.15143,7.02425,1.8744335,41.336227,330,0,0,0,0,4.8741784
2013-11-27,1.5690231,11.247528,276.79877,6.2692904,1.5350838,42.05338,331,0,0,0,0,5.4471245
2013-11-28,1.8032131,12.630264,296.06763,5.8339477,1.6514645,40.00897,332,0,0,0,0,11.247528
2013-11-29,-0.63004655,44.09685,193.66975,1.2839829,0.34985676,63.35315,333,0,0,0,0,12.630264
2013-11-30,1.2472203,39.33006,124.779915,1.8515801,0.5263667,69.08026,334,0,0,0,1,44.09685
2013-12-01,2.7848895,34.245914,127.28832,1.4125649,0.36432663,78.62589,335,0,0,0,1,39.33006
2013-12-02,1.6428362,24.778795,172.25179,1.9324037,0.48671833,71.692314,336,0,0,0,0,34.245914
2013-12-03,0.7646708,43.444366,141.79079,1.4658346,0.4113809,77.39835,337,0,0,0,0,24.778795
2013-12-04,-0.5409012,40.32209,168.14046,1.1241739,0.34669995,82.31913,338,0,0,0,0,43.444366
2013-12-05,-0.8327592,59.206303,184.67082,0.99375504,0.26600477,84.02923,339,0,0,0,0,40.32209
2013-12-06,-0.21016622,61.080154,165.9281,1.247245,0.3295176,84.46103,340,0,0,0,0,59.206303
2013-12-07,2.9469776,33.002636,218.20073,6.9434276,1.4321427,61.368183,341,0,0,1,1,61.080154
2013-12-08,3.191796,19.244688,202.08974,6.537475,1.2138189,51.67197,342,1,0,0,1,33.002636
2013-12-09,1.506498,27.750322,167.4135,1.3886853,0.28107804,80.97364,343,0,1,0,0,19.244688
2013-12-10,2.7069461,53.03442,185.33287,2.5459232,0.5052175,76.39417,344,0,0,0,0,27.750322
2013-12-11,6.653177,36.586727,162.88402,1.6091117,0.3517522,75.570274,345,0,0,0,0,53.03442
2013-12-12,4.198206,39.876194,165.49954,0.9717124,0.2898358,87.2962,346,0,0,0,0,36.586727
2013-12-13,3.049734,38.272644,158.88982,1.265614,0.36435202,86.95019,347,0,0,0,0,39.876194
2013-12-14,0.9516302,29.531569,150.6682,1.3592954,0.47369936,92.616936,348,0,0,0,1,38.272644
2013-12-15,0.31094533,27.007177,167.80598,1.425423,0.45683753,92.34786,349,0,0,0,1,29.531569
2013-12-16,-0.75455636,32.009678,186.20454,1.3556217,0.43315855,93.96911,350,0,0,0,0,27.007177
2013-12-17,-0.34300628,47.67285,189.06667,1.0194715,0.3280822,86.674164,351,0,0,0,0,32.009678
2013-12-18,-2.8684428,37.44246,189.99199,1.5356361,0.52713233,94.33655,352,0,0,0,0,47.67285
2013-12-19,-3.2744274,37.371704,180.91109,1.583395,0.5555297,90.41434,353,0,0,0,0,37.44246
2013-12-20,-2.6389604,51.23271,163.22807,1.3960328,0.41783926,87.05533,354,0,0,0,0,37.371704
2013-12-21,-0.57639825,68.991875,180.07367,1.1223371,0.25378653,87.76169,355,0,0,0,1,51.23271
2013-12-22,0.16980122,51.532806,180.88246,1.1388689,0.3352253,93.69449,356,0,0,0,1,68.991875
2013-12-23,0.026723558,45.22748,185.8513,1.1847911,0.2990262,91.44382,357,0,0,0,0,51.532806
2013-12-24,1.1531012,50.589794,180.57372,1.0066131,0.2733435,87.05962,358,0,0,1,0,45.22748
2013-12-25,3.064268,26.110474,214.20898,1.8626016,0.44599032,81.72372,359,1,0,1,0,50.589794
2013-12-26,8.515694,7.36676,194.06561,3.4092596,0.91252285,74.20582,360,1,1,0,0,26.110474
2013-12-27,8.3226795,13.395451,198.96812,1.1774434,0.27152452,84.87081,361,0,1,0,0,7.36676
2013-12-28,6.6555314,11.598735,152.97931,1.8460698,0.44766328,85.13474,362,0,0,0,1,13.395451
2013-12-29,3.1303694,18.916567,181.13924,1.204997,0.34083143,92.43619,363,0,0,0,1,11.598735
2013-12-30,4.4483604,15.430252,164.29611,1.893829,0.31990933,87.11975,364,0,0,0,0,18.916567
2013-12-31,4.7123094,19.889921,163.32523,0.97906,0.2508397,86.07087,365,0,0,1,0,15.430252
